t	x0	y0	x1	y1	x2	y2	x3	y3	x4	y4	x5	y5	x6	y6	x7	y7	x8	y8	x9	y9	x10	y10	x11	y11	x12	y12	x13	y13	x14	y14	x15	y15
18.07	0.707518	-0.099848	1.25318	0.34535	0.485171	-0.920527	1.48758	-0.990269	0.277297	-1.83015	1.21246	-2.10105	-0.0873879	-2.74747	0.816063	-3.12406	-0.521749	-3.65995	0.360758	-4.08941	-0.991181	-4.56655	-0.121218	-5.02329	-1.47444	-5.46399	-0.616098	-5.94585	-1.97852	-6.33863	-1.14586	-6.85508
18.08	0.708015	-0.0991298	1.25256	0.349247	0.490084	-0.922034	1.49364	-0.98427	0.29235	-1.83615	1.2275	-2.09854	-0.0667729	-2.75783	0.838178	-3.12771	-0.494819	-3.67636	0.388545	-4.09903	-0.959377	-4.58628	-0.0876388	-5.03957	-1.44108	-5.48522	-0.580033	-5.96345	-1.93627	-6.36696	-1.10356	-6.87532
18.09	0.70746	-0.0995421	1.25197	0.352073	0.496292	-0.924878	1.50115	-0.978337	0.310167	-1.84333	1.24526	-2.09658	-0.0437545	-2.76836	0.863295	-3.13218	-0.465487	-3.69192	0.418908	-4.10856	-0.924406	-4.60567	-0.0514548	-5.05511	-1.40543	-5.50615	-0.541711	-5.98059	-1.89468	-6.39512	-1.05915	-6.89415
18.1	0.705906	-0.101963	1.25155	0.353242	0.504796	-0.929859	1.51029	-0.973425	0.329565	-1.85147	1.26543	-2.09563	-0.018113	-2.77955	0.891355	-3.137	-0.433856	-3.70653	0.452502	-4.11772	-0.887151	-4.62419	-0.0132062	-5.06859	-1.36685	-5.52744	-0.500683	-5.99693	-1.85377	-6.42291	-1.01258	-6.9117
18.11	0.703649	-0.107103	1.25131	0.352486	0.516252	-0.937589	1.52118	-0.970166	0.349782	-1.8605	1.28773	-2.09602	0.0103684	-2.79146	0.922133	-3.1417	-0.399908	-3.72039	0.489362	-4.12638	-0.848556	-4.64138	0.0266456	-5.07995	-1.32535	-5.54905	-0.4575	-6.01229	-1.8133	-6.45008	-0.963849	-6.9281
18.12	0.700919	-0.115287	1.25111	0.349794	0.530667	-0.948118	1.5339	-0.968682	0.370784	-1.87054	1.31207	-2.09778	0.0414584	-2.80383	0.955343	-3.14631	-0.363584	-3.73375	0.528686	-4.13473	-0.809089	-4.65712	0.0677942	-5.09024	-1.28184	-5.57017	-0.413294	-6.02652	-1.77281	-6.47636	-0.913065	-6.94352
18.13	0.697648	-0.126344	1.25073	0.345393	0.547414	-0.960938	1.54842	-0.968556	0.393268	-1.88179	1.33858	-2.10076	0.0744651	-2.81635	0.990679	-3.15142	-0.325012	-3.74683	0.569263	-4.14336	-0.768656	-4.67161	0.10996	-5.10086	-1.23792	-5.58971	-0.3692	-6.03962	-1.73168	-6.50149	-0.8604	-6.95809
18.14	0.693514	-0.139647	1.25003	0.339741	0.565584	-0.97535	1.56441	-0.968951	0.418335	-1.89432	1.36739	-2.10473	0.108734	-2.829	1.02775	-3.15789	-0.28471	-3.75994	0.610221	-4.15295	-0.727061	-4.6853	0.152711	-5.1127	-1.19516	-5.60711	-0.32593	-6.05169	-1.68925	-6.52522	-0.806125	-6.97191
18.15	0.688202	-0.154329	1.24896	0.333443	0.584449	-0.990794	1.58125	-0.968918	0.446896	-1.90815	1.39845	-2.10953	0.144165	-2.84212	1.06609	-3.16626	-0.243516	-3.7735	0.651417	-4.16394	-0.684614	-4.69874	0.195424	-5.12574	-1.1542	-5.62265	-0.283541	-6.06298	-1.64496	-6.54738	-0.750592	-6.98501
18.16	0.681696	-0.169603	1.24749	0.327083	0.603744	-1.0069	1.5982	-0.967811	0.479077	-1.92322	1.43147	-2.11495	0.181218	-2.85621	1.10535	-3.17653	-0.202217	-3.7878	0.693136	-4.17641	-0.64226	-4.71232	0.237516	-5.13937	-1.11436	-5.63722	-0.241356	-6.07375	-1.59835	-6.56786	-0.694201	-6.99737
18.17	0.674381	-0.18504	1.24554	0.321062	0.623616	-1.02336	1.61478	-0.965597	0.513982	-1.93938	1.46611	-2.12066	0.220423	-2.8716	1.14551	-3.18825	-0.161139	-3.80272	0.735428	-4.19021	-0.601036	-4.72607	0.278808	-5.15275	-1.07403	-5.65178	-0.198086	-6.08419	-1.54922	-6.58668	-0.637343	-7.00897
18.18	0.66687	-0.200637	1.24312	0.315476	0.644321	-1.03984	1.63095	-0.962823	0.550051	-1.95624	1.50192	-2.12617	0.261867	-2.88813	1.18692	-3.20077	-0.120053	-3.81771	0.777846	-4.20493	-0.561262	-4.73964	0.319776	-5.16527	-1.03158	-5.66678	-0.152247	-6.09441	-1.49752	-6.60396	-0.580341	-7.01985
18.19	0.659694	-0.216622	1.24046	0.310086	0.665921	-1.05607	1.64697	-0.960218	0.585791	-1.97316	1.53827	-2.13106	0.305065	-2.90502	1.22992	-3.21337	-0.0784588	-3.83193	0.819931	-4.21982	-0.522103	-4.75262	0.361451	-5.1766	-0.986116	-5.68198	-0.102819	-6.10442	-1.44334	-6.61984	-0.523401	-7.03011
18.2	0.653033	-0.233115	1.238	0.30441	0.688149	-1.07184	1.66309	-0.958197	0.620398	-1.98937	1.57435	-2.13521	0.349142	-2.92109	1.27433	-3.2252	-0.0359723	-3.84471	0.861976	-4.23367	-0.4818	-4.76485	0.40506	-5.18664	-0.937522	-5.69668	-0.0497783	-6.11418	-1.38686	-6.6345	-0.466593	-7.03992
18.21	0.646667	-0.249897	1.2361	0.298002	0.710469	-1.08694	1.6793	-0.956632	0.653841	-2.00418	1.60952	-2.13858	0.39302	-2.93525	1.31927	-3.23515	0.00752881	-3.85586	0.905233	-4.24504	-0.438366	-4.77644	0.451683	-5.19541	-0.886137	-5.7101	0.00593177	-6.12356	-1.32832	-6.64807	-0.409854	-7.04947
18.22	0.64018	-0.266442	1.23481	0.290853	0.732225	-1.10103	1.69522	-0.954952	0.68642	-2.01705	1.64359	-2.14087	0.435558	-2.94695	1.36357	-3.24206	0.0520952	-3.86567	0.951259	-4.25286	-0.390341	-4.78756	0.502096	-5.20289	-0.832312	-5.72185	0.0630826	-6.13246	-1.26799	-6.66062	-0.353022	-7.05891
18.23	0.633314	-0.282145	1.23373	0.283667	0.752781	-1.11362	1.71028	-0.952349	0.718205	-2.02758	1.67671	-2.14129	0.47582	-2.95617	1.40645	-3.245	0.0979924	-3.87479	1.00093	-4.25691	-0.337257	-4.79815	0.556727	-5.20915	-0.77615	-5.73194	0.121058	-6.14081	-1.20621	-6.67219	-0.29587	-7.06835
18.24	0.626215	-0.296478	1.23224	0.277739	0.771607	-1.12406	1.72396	-0.947923	0.748765	-2.03549	1.7088	-2.13874	0.513562	-2.96324	1.44798	-3.24359	0.145758	-3.88373	1.05397	-4.25779	-0.279691	-4.80807	0.615559	-5.21443	-0.717445	-5.74075	0.180267	-6.14865	-1.14332	-6.68275	-0.238138	-7.07785
18.25	0.61942	-0.308897	1.22988	0.274455	0.788312	-1.13167	1.73596	-0.94082	0.77734	-2.04064	1.73917	-2.13238	0.549596	-2.96851	1.4889	-3.23811	0.195912	-3.89263	1.1093	-4.25638	-0.218889	-4.81738	0.678048	-5.21915	-0.655786	-5.74881	0.241746	-6.15623	-1.07968	-6.69226	-0.179555	-7.08741
18.26	0.613634	-0.318609	1.22675	0.274715	0.802655	-1.13584	1.74618	-0.930499	0.803252	-2.043	1.76686	-2.12186	0.585548	-2.97237	1.53008	-3.22923	0.248522	-3.90122	1.16584	-4.25335	-0.156134	-4.82647	0.743226	-5.22359	-0.590871	-5.75674	0.306292	-6.164	-1.01553	-6.70061	-0.119857	-7.09696
18.27	0.609539	-0.324519	1.22349	0.27865	0.81454	-1.13619	1.75465	-0.917048	0.826279	-2.04268	1.79137	-2.1074	0.623005	-2.97528	1.57205	-3.21769	0.302985	-3.90913	1.22303	-4.24905	-0.0922069	-4.83585	0.81003	-5.22761	-0.522863	-5.76517	0.373853	-6.17247	-0.950986	-6.7077	-0.0588023	-7.10646
18.28	0.607811	-0.325568	1.22101	0.28578	0.82401	-1.13278	1.76162	-0.901276	0.846825	-2.04001	1.81322	-2.08953	0.662613	-2.9776	1.61475	-3.20394	0.358283	-3.91612	1.28085	-4.2437	-0.0272535	-4.8457	0.877651	-5.23082	-0.45254	-5.77438	0.443582	-6.18178	-0.886052	-6.71345	0.00380784	-7.11584
18.29	0.609218	-0.321273	1.2201	0.295386	0.831307	-1.1262	1.76761	-0.8844	0.865867	-2.03558	1.83362	-2.06912	0.703769	-2.97942	1.65762	-3.1882	0.413575	-3.92219	1.33946	-4.23736	0.0388701	-4.85571	0.945695	-5.23292	-0.381046	-5.78395	0.514366	-6.19131	-0.820627	-6.71784	0.0681085	-7.12509
18.3	0.614505	-0.312067	1.22103	0.30678	0.836988	-1.11758	1.77345	-0.867531	0.884686	-2.03014	1.85369	-2.04736	0.745042	-2.98037	1.69986	-3.17079	0.468661	-3.92742	1.39869	-4.22987	0.106109	-4.86513	1.01411	-5.23399	-0.309418	-5.79286	0.58531	-6.19992	-0.754557	-6.72092	0.134156	-7.13418
18.31	0.623931	-0.299241	1.22361	0.319332	0.842068	-1.10817	1.78016	-0.851302	0.904422	-2.02421	1.8739	-2.02559	0.784924	-2.97993	1.74083	-3.15235	0.523872	-3.93178	1.45796	-4.22085	0.173958	-4.873	1.08297	-5.23409	-0.238204	-5.80003	0.655888	-6.20651	-0.687663	-6.72283	0.201924	-7.14301
18.32	0.63669	-0.284608	1.2273	0.332369	0.848007	-1.09883	1.78859	-0.835832	0.925621	-2.01789	1.89427	-2.00502	0.822487	-2.97787	1.78036	-3.13373	0.579413	-3.93505	1.51647	-4.21	0.241592	-4.87854	1.15214	-5.23292	-0.167397	-5.80502	0.725913	-6.21064	-0.619749	-6.72374	0.271311	-7.15134
18.33	0.650727	-0.270176	1.23149	0.345178	0.856454	-1.08971	1.79916	-0.820908	0.948078	-2.011	1.91489	-1.98627	0.857712	-2.97441	1.81869	-3.11553	0.634723	-3.93686	1.57362	-4.19739	0.308158	-4.88158	1.22105	-5.22974	-0.0966613	-5.80825	0.795568	-6.21245	-0.550624	-6.72384	0.342165	-7.15878
18.34	0.66329	-0.257911	1.23559	0.357139	0.868772	-1.0806	1.8117	-0.806148	0.971136	-2.00346	1.93622	-1.96919	0.891477	-2.97004	1.85617	-3.09782	0.688455	-3.93679	1.62906	-4.18346	0.372988	-4.88265	1.28879	-5.22387	-0.0256815	-5.81061	0.865453	-6.21226	-0.480128	-6.72333	0.414309	-7.16485
18.35	0.672015	-0.24952	1.23892	0.367819	0.8855	-1.07165	1.82561	-0.791066	0.994306	-1.9955	1.95892	-1.953	0.925136	-2.96501	1.89291	-3.08027	0.739157	-3.9347	1.68251	-4.16869	0.435627	-4.88266	1.35441	-5.21516	0.0455374	-5.8128	0.936386	-6.21022	-0.408147	-6.72243	0.487588	-7.16907
18.36	0.675915	-0.246203	1.24071	0.376919	0.90601	-1.06367	1.84005	-0.775166	1.01778	-1.98747	1.98347	-1.93679	0.959823	-2.95914	1.92895	-3.06271	0.786115	-3.93078	1.73343	-4.15331	0.495797	-4.88228	1.41754	-5.20404	0.116601	-5.81494	1.00887	-6.2064	-0.334623	-6.72135	0.561902	-7.17105
18.37	0.675569	-0.248422	1.24031	0.384158	0.928589	-1.05774	1.85428	-0.758188	1.0425	-1.97963	2.01004	-1.91996	0.995799	-2.952	1.9645	-3.04533	0.829719	-3.92543	1.78123	-4.13739	0.553389	-4.88155	1.47839	-5.19115	0.186921	-5.81666	1.08258	-6.20084	-0.259557	-6.72031	0.637226	-7.17048
18.38	0.672437	-0.255705	1.23758	0.389288	0.951019	-1.05445	1.86777	-0.740387	1.06965	-1.97205	2.03853	-1.90247	1.03238	-2.94334	2.00011	-3.02859	0.871141	-3.91899	1.82584	-4.12098	0.608517	-4.87997	1.53753	-5.17701	0.255975	-5.81732	1.15635	-6.19341	-0.183025	-6.71952	0.713613	-7.16721
18.39	0.667901	-0.266557	1.23322	0.392256	0.971489	-1.05356	1.8802	-0.722596	1.09996	-1.96482	2.06859	-1.8848	1.06857	-2.93344	2.03645	-3.01273	0.911699	-3.91147	1.86819	-4.10427	0.661553	-4.87688	1.5953	-5.16185	0.323398	-5.81635	1.22884	-6.18368	-0.105198	-6.71914	0.791175	-7.1612
18.4	0.662836	-0.278697	1.22854	0.393365	0.989318	-1.05429	1.89142	-0.705914	1.13306	-1.9582	2.09955	-1.86749	1.104	-2.92303	2.07388	-2.99763	0.952402	-3.90274	1.91004	-4.08745	0.713053	-4.87169	1.65165	-5.14565	0.388862	-5.81345	1.29927	-6.17102	-0.0263526	-6.71932	0.870056	-7.15249
18.41	0.657952	-0.289739	1.22491	0.393297	1.005	-1.05576	1.90139	-0.69116	1.16731	-1.95253	2.1304	-1.85084	1.13934	-2.91302	2.11237	-2.9828	0.993895	-3.89279	1.95318	-4.0706	0.763584	-4.86401	1.70644	-5.12817	0.452058	-5.80865	1.36775	-6.1551	0.0531523	-6.72014	0.950415	-7.14119
18.42	0.654313	-0.298018	1.22301	0.393014	1.01956	-1.0572	1.91027	-0.678467	1.20028	-1.94797	2.16	-1.8347	1.17586	-2.90407	2.1517	-2.96764	1.03662	-3.88186	1.99865	-4.05366	0.813559	-4.85379	1.7598	-5.10927	0.51296	-5.80228	1.43487	-6.13619	0.132932	-6.72164	1.0324	-7.1274
18.43	0.653261	-0.302944	1.22259	0.393595	1.03365	-1.0578	1.91854	-0.667245	1.22967	-1.94431	2.18742	-1.81857	1.2144	-2.89631	2.19179	-2.95155	1.08091	-3.87032	2.04643	-4.03657	0.863244	-4.84156	1.81229	-5.08924	0.57215	-5.79482	1.5011	-6.11508	0.21264	-6.7238	1.11611	-7.1112
18.44	0.655633	-0.304628	1.22296	0.396022	1.04726	-1.0568	1.92688	-0.656485	1.25443	-1.94087	2.21215	-1.80184	1.25476	-2.8893	2.23252	-2.93392	1.12692	-3.85852	2.09577	-4.01931	0.912926	-4.82841	1.86476	-5.06884	0.63076	-5.78685	1.56661	-6.09277	0.292018	-6.72654	1.20162	-7.0927
18.45	0.661039	-0.303225	1.22359	0.400924	1.05996	-1.05356	1.93569	-0.645102	1.27524	-1.93669	2.23414	-1.78391	1.29565	-2.88222	2.27332	-2.91429	1.17449	-3.84675	2.14574	-4.00182	0.963104	-4.81547	1.91806	-5.04895	0.689945	-5.77899	1.6316	-6.07016	0.370921	-6.72974	1.28889	-7.07204
18.46	0.668005	-0.298724	1.22444	0.408388	1.07141	-1.04775	1.94472	-0.632134	1.29415	-1.9307	2.25383	-1.76436	1.33539	-2.87419	2.31295	-2.89253	1.22311	-3.83536	2.19564	-3.98369	1.01448	-4.80345	1.97284	-5.02998	0.750342	-5.77172	1.69668	-6.04793	0.449336	-6.73322	1.37782	-7.04947
18.47	0.674929	-0.29133	1.22563	0.418039	1.08168	-1.0394	1.95319	-0.616826	1.31343	-1.92201	2.27204	-1.74297	1.37251	-2.86457	2.3499	-2.869	1.27192	-3.82452	2.24499	-3.96417	1.0677	-4.79256	2.02931	-5.01156	0.812037	-5.76523	1.76278	-6.02644	0.527393	-6.7368	1.4682	-7.02538
18.48	0.680976	-0.281913	1.22692	0.429364	1.09113	-1.02886	1.96056	-0.598769	1.33426	-1.91019	2.28978	-1.71976	1.40619	-2.85308	2.38325	-2.84427	1.31979	-3.8141	2.29337	-3.94247	1.12304	-4.78264	2.08737	-4.99267	0.875031	-5.75927	1.83063	-6.00553	0.605373	-6.74024	1.55976	-7.00023
18.49	0.686214	-0.271946	1.22758	0.441963	1.10042	-1.01674	1.96712	-0.57808	1.35637	-1.89542	2.30778	-1.69498	1.43637	-2.83969	2.41318	-2.8187	1.36557	-3.80347	2.34017	-3.91809	1.18012	-4.77334	2.14659	-4.97218	0.939648	-5.75334	1.90027	-5.98467	0.683715	-6.74331	1.65216	-6.97458
18.5	0.69109	-0.262924	1.22692	0.45545	1.1104	-1.00374	1.97392	-0.555466	1.37843	-1.87846	2.32611	-1.66914	1.46377	-2.82436	2.44072	-2.79221	1.40841	-3.79171	2.38458	-3.89113	1.23791	-4.76399	2.20628	-4.94922	1.0064	-5.74708	1.97116	-5.96307	0.762971	-6.74569	1.74503	-6.94896
18.51	0.695856	-0.255732	1.22497	0.469164	1.12201	-0.990312	1.98189	-0.532004	1.39914	-1.86035	2.3443	-1.64285	1.48961	-2.8071	2.46703	-2.76454	1.44811	-3.77792	2.42594	-3.86202	1.29495	-4.75367	2.2655	-4.92337	1.07541	-5.74037	2.04268	-5.94013	0.843752	-6.74703	1.83799	-6.92386
18.52	0.700394	-0.250404	1.22268	0.482155	1.13579	-0.976521	1.99113	-0.508756	1.41788	-1.84204	2.36197	-1.61669	1.51504	-2.78813	2.4928	-2.73571	1.48506	-3.76165	2.46416	-3.83131	1.34981	-4.74159	2.32299	-4.89471	1.14605	-5.73316	2.11449	-5.91549	0.926643	-6.74697	1.93071	-6.89964
18.53	0.70443	-0.246329	1.22122	0.493681	1.15147	-0.962336	2.00094	-0.486443	1.43495	-1.82403	2.37927	-1.59094	1.5406	-2.76796	2.51824	-2.70619	1.52001	-3.74304	2.49993	-3.7996	1.40154	-4.72758	2.37745	-4.86368	1.21706	-5.72534	2.18643	-5.88908	1.01211	-6.74519	2.02292	-6.87652
18.54	0.707874	-0.242702	1.22102	0.503762	1.16784	-0.94808	2.01053	-0.465307	1.45134	-1.80641	2.3968	-1.56569	1.56609	-2.74734	2.54341	-2.67675	1.55362	-3.72291	2.53434	-3.76766	1.44999	-4.71223	2.42808	-4.8311	1.28721	-5.71672	2.25815	-5.86103	1.10045	-6.74142	2.11447	-6.85453
18.55	0.711038	-0.238896	1.2214	0.513169	1.18326	-0.934504	2.01951	-0.445144	1.4683	-1.78914	2.41492	-1.54091	1.59104	-2.72694	2.56836	-2.64813	1.58631	-3.70245	2.56821	-3.7364	1.49581	-4.69646	2.47515	-4.7981	1.35586	-5.70739	2.32906	-5.83177	1.19169	-6.73552	2.20528	-6.83346
18.56	0.714513	-0.234601	1.22115	0.52275	1.1965	-0.922351	2.02772	-0.42549	1.48687	-1.77227	2.43334	-1.51659	1.61534	-2.70731	2.59315	-2.6209	1.6183	-3.68281	2.60166	-3.70664	1.5401	-4.68115	2.5201	-4.7659	1.42318	-5.69773	2.39877	-5.80195	1.28561	-6.72751	2.29537	-6.81294
18.57	0.718698	-0.229743	1.21963	0.532745	1.20729	-0.911829	2.03493	-0.405952	1.50731	-1.75604	2.45132	-1.49275	1.63939	-2.68891	2.61782	-2.59548	1.64983	-3.6649	2.63431	-3.67883	1.58414	-4.66701	2.56497	-4.73549	1.48998	-5.68817	2.46767	-5.77235	1.38167	-6.71759	2.38485	-6.79247
18.58	0.723342	-0.224394	1.21731	0.542725	1.21629	-0.902519	2.04089	-0.386559	1.52886	-1.74074	2.46823	-1.46948	1.66377	-2.67211	2.6424	-2.572	1.68127	-3.64924	2.66606	-3.65301	1.62914	-4.65463	2.61152	-4.70717	1.55736	-5.67887	2.5371	-5.74354	1.47914	-6.70612	2.47393	-6.77152
18.59	0.72761	-0.218838	1.2153	0.552076	1.22461	-0.893763	2.04569	-0.367921	1.54996	-1.7267	2.48396	-1.44702	1.6888	-2.65717	2.66691	-2.55014	1.71321	-3.63614	2.69767	-3.62894	1.67629	-4.64449	2.66063	-4.68051	1.62645	-5.66967	2.60879	-5.71571	1.57718	-6.69357	2.56288	-6.74966
18.6	0.730775	-0.213676	1.21435	0.560413	1.23318	-0.88515	2.04996	-0.350985	1.569	-1.71424	2.49874	-1.42593	1.71432	-2.64423	2.69121	-2.52926	1.74641	-3.6256	2.73055	-3.60605	1.72664	-4.63656	2.71254	-4.65464	1.6983	-5.6604	2.68395	-5.68864	1.67494	-6.68045	2.65206	-6.72652
18.61	0.732904	-0.209736	1.21426	0.567546	1.24242	-0.876776	2.05449	-0.336531	1.58512	-1.70376	2.51267	-1.40694	1.73993	-2.63346	2.715	-2.50868	1.78185	-3.6172	2.76611	-3.58348	1.78098	-4.63012	2.7674	-4.62883	1.77355	-5.65102	2.76264	-5.66196	1.77171	-6.66719	2.74184	-6.70194
18.62	0.734792	-0.207705	1.2142	0.573233	1.25227	-0.869237	2.05964	-0.324766	1.59848	-1.69562	2.52549	-1.39058	1.76521	-2.62506	2.73807	-2.48811	1.8205	-3.61023	2.80511	-3.56022	1.8397	-4.62386	2.82567	-4.60277	1.8522	-5.64136	2.84378	-5.63534	1.867	-6.65411	2.83261	-6.67587
18.63	0.737106	-0.207732	1.21358	0.577153	1.26225	-0.863415	2.06502	-0.315359	1.61001	-1.69001	2.53684	-1.37679	1.78996	-2.61917	2.76066	-2.46757	1.86304	-3.60404	2.84753	-3.53563	1.90275	-4.61647	2.88799	-4.57647	1.93343	-5.63089	2.92581	-5.60875	1.96053	-6.64139	2.9247	-6.64842
18.64	0.739601	-0.209369	1.21254	0.579141	1.27148	-0.860089	2.06972	-0.307835	1.62088	-1.6869	2.54672	-1.36484	1.81439	-2.6156	2.78347	-2.44714	1.90963	-3.59836	2.89301	-3.50975	1.9697	-4.60723	2.95459	-4.55	2.01584	-5.61888	3.0074	-5.58235	2.0523	-6.62909	3.01831	-6.61975
18.65	0.741233	-0.211915	1.21165	0.579371	1.27881	-0.859563	2.07284	-0.301971	1.63209	-1.68596	2.55566	-1.35364	1.83942	-2.61383	2.80735	-2.42675	1.95984	-3.59309	2.94119	-3.4832	2.03982	-4.59624	3.0248	-4.52344	2.09809	-5.60509	3.08793	-5.55633	2.14249	-6.6171	3.11344	-6.59009
18.66	0.741084	-0.214882	1.2112	0.578253	1.28317	-0.861591	2.07378	-0.297822	1.64431	-1.68676	2.56436	-1.34224	1.86663	-2.61311	2.83298	-2.40624	2.01295	-3.58801	2.99178	-3.45672	2.11207	-4.58424	3.09711	-4.49703	2.17958	-5.59027	3.16754	-5.53078	2.23147	-6.60522	3.2099	-6.55966
18.67	0.73914	-0.218202	1.21078	0.576172	1.2842	-0.865709	2.07241	-0.295364	1.65787	-1.68877	2.57321	-1.33007	1.89773	-2.61264	2.8608	-2.38549	2.06819	-3.58256	3.04437	-3.43084	2.18516	-4.5721	3.16953	-4.47125	2.26058	-5.57579	3.2468	-5.50561	2.31977	-6.59314	3.30728	-6.52866
18.68	0.736194	-0.222116	1.2096	0.573343	1.28267	-0.871619	2.06907	-0.29413	1.67291	-1.69165	2.58219	-1.31698	1.93366	-2.61167	2.8912	-2.3644	2.1249	-3.5762	3.09843	-3.40595	2.25765	-4.56049	3.24041	-4.44656	2.34177	-5.56275	3.32634	-5.48065	2.40799	-6.58058	3.40505	-6.49734
18.69	0.733104	-0.226958	1.20724	0.569844	1.28038	-0.879152	2.06458	-0.293245	1.68949	-1.6952	2.59124	-1.30306	1.974	-2.60967	2.92447	-2.34288	2.1825	-3.5687	3.15327	-3.3824	2.32834	-4.54964	3.30889	-4.42305	2.42357	-5.5511	3.40642	-5.45569	2.49676	-6.56731	3.50268	-6.46598
18.7	0.730214	-0.233032	1.20411	0.565723	1.27945	-0.887828	2.06009	-0.291893	1.70782	-1.69925	2.60085	-1.28859	2.01721	-2.60649	2.96043	-2.32097	2.24043	-3.56014	3.20815	-3.3603	2.39665	-4.53938	3.37516	-4.40034	2.50568	-5.53983	3.48681	-5.43043	2.58668	-6.55319	3.59971	-6.4349
18.71	0.727438	-0.240549	1.20116	0.561061	1.28162	-0.896575	2.05687	-0.289791	1.72833	-1.70327	2.61214	-1.27397	2.06144	-2.60234	2.99805	-2.29903	2.29805	-3.55076	3.26232	-3.33917	2.46286	-4.52912	3.44003	-4.37767	2.58732	-5.52777	3.56683	-5.40451	2.67826	-6.53816	3.69573	-6.40437
18.72	0.724798	-0.249473	1.19918	0.556007	1.28796	-0.904059	2.05603	-0.287148	1.75149	-1.70629	2.62641	-1.25972	2.10514	-2.5975	3.03575	-2.27774	2.35463	-3.54083	3.3152	-3.318	2.52799	-4.51809	3.50439	-4.35424	2.66789	-5.5144	3.64572	-5.37764	2.77182	-6.52219	3.79047	-6.37458
18.73	0.72283	-0.25931	1.19831	0.55084	1.29886	-0.909357	2.05837	-0.284082	1.77734	-1.70718	2.64442	-1.24621	2.14722	-2.59204	3.07214	-2.25772	2.4095	-3.53064	3.3665	-3.29572	2.59326	-4.50567	3.56863	-4.32941	2.74735	-5.49994	3.72323	-5.34975	2.86749	-6.50533	3.88374	-6.34558
18.74	0.722516	-0.269037	1.19813	0.546073	1.31413	-0.912252	2.06414	-0.280062	1.80532	-1.70527	2.66591	-1.23338	2.18687	-2.58578	3.10672	-2.23906	2.46224	-3.52041	3.41616	-3.27186	2.65946	-4.49183	3.63262	-4.30284	2.82637	-5.48474	3.79995	-5.32102	2.96515	-6.48767	3.97546	-6.31725
18.75	0.72481	-0.277272	1.19831	0.542513	1.33289	-0.912866	2.07302	-0.27401	1.8344	-1.70066	2.68971	-1.22056	2.22385	-2.57854	3.13982	-2.22122	2.51283	-3.51014	3.46406	-3.24671	2.72661	-4.47726	3.69602	-4.27468	2.90593	-5.4689	3.87715	-5.29163	3.06448	-6.46934	4.06572	-6.28939
18.76	0.730082	-0.282579	1.19892	0.541173	1.35359	-0.911061	2.08412	-0.265048	1.86349	-1.69388	2.71412	-1.20677	2.25871	-2.57023	3.17197	-2.20322	2.56174	-3.49959	3.50991	-3.22107	2.79406	-4.46291	3.75862	-4.24539	2.98695	-5.45233	3.95606	-5.26157	3.16502	-6.45051	4.15477	-6.26171
18.77	0.737844	-0.283771	1.20028	0.543029	1.37434	-0.906315	2.09617	-0.253164	1.89175	-1.68534	2.73746	-1.19121	2.2927	-2.56076	3.20329	-2.18414	2.60967	-3.48859	3.55346	-3.19567	2.86106	-4.44942	3.82044	-4.21555	3.06988	-5.43514	4.0371	-5.23067	3.26618	-6.43132	4.24302	-6.23393
18.78	0.746951	-0.280212	1.20247	0.548655	1.3934	-0.898194	2.10786	-0.239117	1.91848	-1.67499	2.75859	-1.17361	2.32706	-2.54984	3.23357	-2.16347	2.65723	-3.47714	3.59505	-3.17075	2.92719	-4.43672	3.88156	-4.18556	3.15446	-5.41773	4.11946	-5.19891	3.36738	-6.41184	4.331	-6.20578
18.79	0.756166	-0.272131	1.20498	0.557896	1.40964	-0.886945	2.11822	-0.223712	1.94305	-1.66268	2.77706	-1.15424	2.36216	-2.53717	3.26253	-2.14118	2.70476	-3.46526	3.63568	-3.14588	2.99264	-4.42421	3.94194	-4.15555	3.23967	-5.40048	4.20144	-5.16654	3.46805	-6.39213	4.41931	-6.177
18.8	0.764677	-0.260825	1.20696	0.569761	1.42277	-0.873644	2.12669	-0.207268	1.96506	-1.6487	2.79305	-1.13359	2.39734	-2.52283	3.2901	-2.11759	2.75232	-3.45261	3.67654	-3.12023	3.05784	-4.41095	4.00142	-4.12549	3.32397	-5.38334	4.28127	-5.13409	3.56771	-6.37221	4.50852	-6.14733
18.81	0.772184	-0.248507	1.20771	0.582641	1.43338	-0.859825	2.13322	-0.189848	1.98465	-1.6339	2.80686	-1.11216	2.43145	-2.50743	3.31625	-2.09296	2.79999	-3.43845	3.71812	-3.09299	3.12293	-4.39593	4.05983	-4.09526	3.4059	-5.36596	4.35788	-5.10202	3.66595	-6.35211	4.59901	-6.1165
18.82	0.778556	-0.237743	1.20711	0.594736	1.4426	-0.846937	2.13809	-0.17195	2.00258	-1.6193	2.81884	-1.09041	2.46368	-2.49184	3.34092	-2.06727	2.84789	-3.42213	3.75992	-3.06376	3.18746	-4.37837	4.11716	-4.06469	3.48488	-5.34799	4.43121	-5.0703	3.7625	-6.33184	4.69095	-6.08423
